Gene ID	SYMBOL	Fold Change(T/S)	q-value(%)	Component
239083_at	DKFZp762I137	2.399	1.01	Tumour
221859_at	SYT13	2.669	1.01	Tumour
226838_at	LOC130502	2.258	1.01	Tumour
219061_s_at	XX-FW81657B9.4	2.304	1.01	Tumour
208527_x_at	HIST1H2BE	2.162	1.01	Tumour
201478_s_at	DKC1	2.619	1.01	Tumour
243896_at	C10orf79	2.594	1.01	Tumour
219538_at	WDR5B	2.159	1.01	Tumour
235174_s_at	LOC641917 /// LOC6	2.473	1.01	Tumour
226670_s_at	TOMM34	2.961	1.01	Tumour
212508_at	MOAP1	2.625	1.01	Tumour
227741_at	PTPLB	2.114	1.01	Tumour
226431_at	ALS2CR13	2.557	1.01	Tumour
208498_s_at	AMY1A /// AMY1B //	4.551	1.01	Tumour
227091_at	KIAA1505	13.339	1.01	Tumour
228120_at	EIF2C1	3.026	1.01	Tumour
241175_at	LOC285498	5.36	1.01	Tumour
204905_s_at	EEF1E1	2.09	1.01	Tumour
1554875_at	C2orf34	2.773	1.01	Tumour
233560_x_at	MCM8	2.923	1.01	Tumour
212279_at	TMEM97	2.462	1.01	Tumour
203694_s_at	DHX16	2.192	1.01	Tumour
205129_at	NPM3	2.347	1.01	Tumour
214763_at	ACOT11	2.426	1.01	Tumour
1558345_a_at	LOC439911	3.802	1.01	Tumour
228612_at		2.374	1.01	Tumour
223403_s_at	POLR1B	2.624	1.01	Tumour
243492_at	THEM4	3.329	1.01	Tumour
203124_s_at	SLC11A2	2.07	1.01	Tumour
242769_at	CTTNBP2	3.307	1.01	Tumour
224027_at	CCL28	10.79	1.01	Tumour
221277_s_at	PUS3	2.137	1.01	Tumour
230689_at		3.623	1.01	Tumour
217690_at	TYMS	3.91	1.01	Tumour
210058_at	MAPK13	2.922	1.01	Tumour
201584_s_at	DDX39	2.137	1.01	Tumour
210930_s_at	ERBB2	2.28	1.01	Tumour
243200_at		5.221	1.01	Tumour
1558762_a_at	LOC285989	2.461	1.01	Tumour
220959_s_at	OBP2B /// OBP2A	2.427	1.01	Tumour
218350_s_at	GMNN	2.259	1.01	Tumour
229778_at	C12orf39	7.485	1.01	Tumour
210418_s_at	IDH3B	2.629	1.01	Tumour
210624_s_at	ILVBL	2.091	1.01	Tumour
223635_s_at	SSBP3	2.23	1.01	Tumour
218792_s_at	BSPRY	4.2	1.01	Tumour
227005_at	RPP14	2.059	1.01	Tumour
230563_at	RASGEF1A	2.413	1.01	Tumour
218445_at	H2AFY2	2.282	1.01	Tumour
1553972_a_at	CBS	2.98	1.01	Tumour
217230_at	VIL2	2.532	1.01	Tumour
1560562_a_at	ZNF677	3.04	1.01	Tumour
205709_s_at	CDS1	3.421	1.01	Tumour
232360_at	EHF	5.69	1.01	Tumour
1558689_a_at	LOC441461	3.295	1.01	Tumour
244524_at	PAX8	2.887	1.01	Tumour
225006_x_at	TH1L	2.292	1.01	Tumour
239203_at	FLJ39575	2.593	1.01	Tumour
229378_at	STOX1	3.279	1.01	Tumour
204812_at	ZW10	2.222	1.01	Tumour
1555487_a_at	ACTR3B /// LOC648	2.541	1.01	Tumour
218180_s_at	EPS8L2	2.18	1.01	Tumour
219293_s_at	PTD004	2.02	1.01	Tumour
206825_at	OXTR	4.857	1.01	Tumour
217110_s_at	MUC4	6.809	1.01	Tumour
215979_s_at	SLC7A1	2.822	1.01	Tumour
207326_at	BTC	3.555	1.01	Tumour
241755_at	UQCRC2	4.302	1.01	Tumour
203588_s_at	TFDP2	2.11	1.53	Tumour
238524_at		2.433	1.53	Tumour
200691_s_at	HSPA9B	2.188	1.53	Tumour
208700_s_at	TKT	2.146	1.53	Tumour
207847_s_at	MUC1	6.256	1.53	Tumour
204990_s_at	ITGB4	3.196	1.53	Tumour
201131_s_at	CDH1	3.455	1.53	Tumour
229329_s_at	SSU72	2.266	1.01	Tumour
223608_at	EFCAB2	2.292	1.01	Tumour
226355_at	WDR51A	3.729	1.01	Tumour
223168_at	RHOU	3.29	1.01	Tumour
225099_at	FBXO45	2.431	1.01	Tumour
1553679_s_at	VKORC1L1	2.011	1.01	Tumour
227920_at	KIAA1553	3.518	1.01	Tumour
203397_s_at	GALNT3	4.565	1.01	Tumour
224320_s_at	MCM8	2.949	1.01	Tumour
224593_at	ZNF664	2.246	1.01	Tumour
218865_at	MOSC1	3.966	1.01	Tumour
227094_at	DHTKD1	3.309	1.01	Tumour
203040_s_at	HMBS	2.026	1.01	Tumour
229949_at	DKFZP434A01	4.2	1.01	Tumour
224467_s_at	PDCD2L	3.42	1.01	Tumour
210150_s_at	LAMA5	2.172	1.01	Tumour
224729_s_at	ATPAF1	2.769	1.01	Tumour
232238_at	ASPM	3.328	1.01	Tumour
226121_at	MGC23280	2.737	1.01	Tumour
206698_at	XK	9.724	1.01	Tumour
226988_s_at	MYH14	2.913	1.01	Tumour
207169_x_at	DDR1	3.354	1.01	Tumour
218868_at	ACTR3B	2.393	1.01	Tumour
225890_at	C20orf72	2.573	1.01	Tumour
235278_at	C20orf133	3.469	1.01	Tumour
242539_at	MGC42174	2.15	1.01	Tumour
228450_at	PLEKHA7	3.156	1.01	Tumour
205328_at	CLDN10	3.542	1.01	Tumour
227334_at	USP54	2.339	1.01	Tumour
205310_at	FBXO46	2.091	1.01	Tumour
227641_at	FBXL16	3.383	1.01	Tumour
218209_s_at	P15RS	2.758	1.01	Tumour
1560145_at	MKLN1	2.514	1.01	Tumour
236840_at	C12orf56	4.816	1.01	Tumour
229436_x_at	BRCC3	2.048	1.01	Tumour
206110_at	HIST1H3H	3.005	1.01	Tumour
38158_at	ESPL1	2.412	1.01	Tumour
219105_x_at	ORC6L	2.711	1.01	Tumour
235428_at	LOC642405	3.268	1.01	Tumour
207508_at	ATP5G3	2.113	1.01	Tumour
203032_s_at	FH	2.69	1.01	Tumour
205512_s_at	PDCD8	3.687	1.01	Tumour
202870_s_at	CDC20	3.029	1.01	Tumour
224314_s_at	EGLN1	2.102	1.01	Tumour
232282_at	WNK3	2.266	1.01	Tumour
226413_at	LOC400027	2.066	1.01	Tumour
228069_at	FAM54A	3.542	1.01	Tumour
235651_at		13.393	1.01	Tumour
1555971_s_at	FBXO28	2.184	1.01	Tumour
203405_at	DSCR2	2.469	1.01	Tumour
214785_at	VPS13A	2.254	1.01	Tumour
230406_at		5.623	1.01	Tumour
228361_at	E2F2	3.543	1.01	Tumour
236458_at		2.607	1.01	Tumour
230667_at		2.062	1.01	Tumour
229954_at		3.526	1.01	Tumour
230026_at	MRPL43	2.5	1.01	Tumour
200910_at	CCT3	2.018	1.53	Tumour
203961_at	NEBL	6.433	1.53	Tumour
211116_at	SLC9A2	5.321	1.53	Tumour
219956_at	GALNT6	5.581	1.53	Tumour
214399_s_at	KRT8	4.008	1.53	Tumour
231022_at	DKFZP686P18	4.142	1.53	Tumour
1553989_a_at	ATP6V1C2	3.148	1.53	Tumour
218654_s_at	MRPS33	2.18	1.53	Tumour
205256_at	ZBTB39	2.068	1.53	Tumour
235587_at	LOC202781	3.486	1.53	Tumour
232498_at	KIAA1833	3.869	1.53	Tumour
243740_at		2.266	1.53	Tumour
227348_at	PARS2	3.079	1.53	Tumour
201243_s_at	ATP1B1	2.163	1.53	Tumour
203608_at	ALDH5A1	3.046	1.53	Tumour
235079_at		2.169	1.53	Tumour
244216_at	ESRRG	2.186	1.53	Tumour
240253_at		3.659	1.53	Tumour
236278_at		3.774	1.53	Tumour
229896_at	GTF2I	2.426	1.53	Tumour
213040_s_at	NPTXR	2.079	1.53	Tumour
204695_at	CDC25A	3.531	1.53	Tumour
212282_at	TMEM97	3.259	1.53	Tumour
203415_at	PDCD6	2.111	1.53	Tumour
222931_s_at	THNSL1	3.972	1.53	Tumour
212924_s_at		2.894	1.53	Tumour
223842_s_at	SCARA3	4.631	1.53	Tumour
235928_at		3.579	1.53	Tumour
213301_x_at	TRIM24	2.15	1.53	Tumour
1553986_at	RASEF	4.886	1.53	Tumour
209291_at	ID4	3.074	1.53	Tumour
215808_at	KLK10	2.51	1.53	Tumour
218931_at	RAB17	2.328	1.53	Tumour
203359_s_at	MYCBP	2.43	1.53	Tumour
233924_s_at	EXOC6	4.52	1.53	Tumour
204296_at	DCTN1	2.05	1.53	Tumour
239385_at	TFG	2.087	1.53	Tumour
204777_s_at	MAL	5.929	1.53	Tumour
225757_s_at	CLMN	3.029	1.53	Tumour
1568593_a_at	NUDT16P	3.477	1.53	Tumour
239410_at		2.492	1.53	Tumour
225427_s_at	APOA1BP	2.275	1.53	Tumour
240281_at	RFT1	2.815	1.53	Tumour
205834_s_at	PART1	3.052	1.53	Tumour
206059_at	ZNF91	3.038	1.53	Tumour
207327_at	EYA4	4.767	1.53	Tumour
210053_at	TAF5	2.024	1.53	Tumour
209877_at	SNCG	2.966	1.53	Tumour
1553955_at	LOC129285	2.161	1.53	Tumour
58696_at	EXOSC4	2.156	1.53	Tumour
219580_s_at	TMC5	5.353	1.53	Tumour
1564107_at		5.932	1.53	Tumour
227367_at	SLCO3A1	2.42	1.53	Tumour
235144_at		5.08	1.53	Tumour
239069_s_at	LOC642775	2.034	1.53	Tumour
222126_at	HRBL	3.501	1.53	Tumour
203711_s_at	HIBCH	2.231	1.53	Tumour
211234_x_at	ESR1	3.82	1.53	Tumour
1557038_s_at		2.383	1.53	Tumour
242974_at	CD47	11.366	1.53	Tumour
221437_s_at	MRPS15	2.096	1.53	Tumour
243010_at	MSI2	3.887	1.53	Tumour
220607_x_at	TH1L	2.469	1.53	Tumour
205698_s_at	MAP2K6	2.737	1.53	Tumour
238521_at		5.938	1.53	Tumour
225358_at	DNAJC19	2.09	1.53	Tumour
218304_s_at	OSBPL11	2.496	1.53	Tumour
228792_at	SLC24A5	3.418	1.53	Tumour
228433_at	FLJ11236	3.228	1.53	Tumour
212022_s_at	MKI67	2.917	1.53	Tumour
204146_at	RAD51AP1	3.464	1.53	Tumour
219768_at	VTCN1	7.811	1.53	Tumour
219743_at	HEY2	3.861	1.53	Tumour
226848_at	NR2C2	2.083	1.53	Tumour
1556097_at		3.563	1.53	Tumour
237563_s_at	LOC440731	7.436	1.53	Tumour
205190_at	PLS1	4.762	1.53	Tumour
64486_at	CORO1B	2.023	1.53	Tumour
223100_s_at	NUDT5	2.04	1.53	Tumour
227952_at	ZNF595	6.324	1.53	Tumour
206628_at	SLC5A1	4.173	1.53	Tumour
203856_at	VRK1	3.084	1.53	Tumour
227491_at		2.315	1.53	Tumour
204228_at	PPIH	2.213	1.53	Tumour
236523_at	LOC285556	8.036	1.53	Tumour
210861_s_at	WISP3	4.628	1.53	Tumour
220651_s_at	MCM10	4.866	1.53	Tumour
228059_x_at	MRPS22	2.059	1.53	Tumour
228806_at	RORC	3.212	1.53	Tumour
219030_at	TPRKB	2.092	1.53	Tumour
223948_s_at	TMPRSS3	5.17	1.53	Tumour
231491_at	C21orf23	3.202	1.53	Tumour
205217_at	TIMM8A	2.521	1.53	Tumour
204727_at	WDHD1	2.481	1.53	Tumour
221823_at	LOC90355	2.462	1.53	Tumour
221997_s_at	MRPL52	2.01	1.53	Tumour
218261_at	AP1M2	5.628	1.53	Tumour
204087_s_at	SLC5A6	2.585	1.53	Tumour
204731_at	TGFBR3	5.031	1.53	Tumour
200894_s_at	FKBP4	3.436	1.53	Tumour
203458_at	SPR	2.062	1.53	Tumour
227490_at	WDFY2	2.313	1.53	Tumour
210014_x_at	IDH3B	2.517	1.53	Tumour
1558101_at		2.286	1.53	Tumour
229455_at		3.782	1.53	Tumour
1560474_at	NIPBL	2.223	1.53	Tumour
227943_at		2.901	1.53	Tumour
217485_x_at	PMS2L1	2.06	1.53	Tumour
1557293_at	LOC440993	2.86	1.53	Tumour
202889_x_at	MAP7	4.709	1.53	Tumour
225548_at	SHRM	2.38	1.53	Tumour
222242_s_at	KLK5	3.572	1.53	Tumour
233267_at	SELENBP1	2.194	1.53	Tumour
209292_at	ID4	4.88	1.53	Tumour
1569044_at	CDC42BPG	4.833	1.53	Tumour
203662_s_at	TMOD1	3.543	1.53	Tumour
227257_s_at	C10orf46	2.127	1.53	Tumour
207590_s_at	FSHPRH1	2.535	1.53	Tumour
236885_at	LOC92312	2.295	1.53	Tumour
218068_s_at	ZNF672	2.223	1.53	Tumour
232001_at	LOC439949	2.464	1.53	Tumour
229183_at	KCTD1	3.112	1.53	Tumour
218417_s_at	FLJ20489	3.277	1.53	Tumour
1553112_s_at	CDK8	2.012	1.53	Tumour
242468_at	LOC613266	3.527	1.53	Tumour
205655_at	MDM4	2.042	1.53	Tumour
231701_s_at	SHMT1	2.786	1.53	Tumour
228241_at	BCMP11	6.493	1.53	Tumour
202470_s_at	CPSF6	2.361	1.53	Tumour
206905_s_at	MATN1	2.578	1.53	Tumour
241764_at	LOC284825	4.996	1.53	Tumour
229930_at		4.063	1.53	Tumour
230053_at		2.414	1.53	Tumour
237148_at	AMMECR1	2.506	1.53	Tumour
202005_at	ST14	2.806	1.53	Tumour
243597_at	FANCB	2.27	1.53	Tumour
205282_at	LRP8	2.309	1.53	Tumour
201896_s_at	PSRC1	3.384	1.53	Tumour
209369_at	ANXA3	5.173	1.53	Tumour
236242_at		2.426	1.53	Tumour
1553132_a_at	MTAC2D1	4.453	1.53	Tumour
236958_at		3.421	1.53	Tumour
225847_at	AADACL1	2.39	1.53	Tumour
1568764_x_at	PDCD6 /// LOC6502	2.062	1.53	Tumour
239669_at	HIST1H2AD	2.002	1.53	Tumour
235283_at	INTS6	2.159	1.53	Tumour
224713_at	MKI67IP	2.322	1.53	Tumour
230065_at		2.506	1.53	Tumour
1554572_a_at	SUV39H2	2.306	1.53	Tumour
235509_at	C8orf38	4.01	1.53	Tumour
213670_x_at	NSUN5B	2.26	1.53	Tumour
212992_at	C14orf78	2.122	1.53	Tumour
207120_at	ZNF667	2.878	1.53	Tumour
210236_at	PPFIA1	4.072	1.53	Tumour
1561430_s_at	C3orf15	6.287	1.53	Tumour
232079_s_at	PVRL2 /// LOC64372	2.945	1.53	Tumour
227506_at	SLC16A9	5.732	1.53	Tumour
203344_s_at	RBBP8	2.506	1.53	Tumour
229144_at	KIAA1026	2.525	1.53	Tumour
231381_at	CACNA2D3	5.075	1.53	Tumour
242575_at		2.07	1.53	Tumour
225161_at	GFM1	2.486	1.53	Tumour
228542_at	MRS2L	2.473	1.53	Tumour
233275_at	PAX8	3.312	1.53	Tumour
242420_at		7.296	1.53	Tumour
231894_at	SARS	3.527	1.53	Tumour
229558_at	MGC16824	2.212	1.53	Tumour
218963_s_at	KRT23	5.468	1.53	Tumour
213320_at	PRMT3	3.542	1.53	Tumour
226192_at		3.235	1.53	Tumour
235205_at	LOC346887	3.198	1.53	Tumour
233214_at	KLHL23	2.246	1.53	Tumour
201970_s_at	NASP	2.722	1.53	Tumour
1556008_a_at		2.242	1.53	Tumour
226350_at	CHML	2.411	1.53	Tumour
239403_at	JM11	2.647	1.53	Tumour
230703_at	C14orf32	2.199	1.53	Tumour
201844_s_at	RYBP	2.012	1.53	Tumour
226754_at	ZNF251	2.604	1.53	Tumour
224444_s_at	C1orf97	2.438	1.53	Tumour
224345_x_at	C3orf28	2.554	1.53	Tumour
209680_s_at	KIFC1	2.021	1.53	Tumour
1562633_at	RMST	2.909	1.53	Tumour
226933_s_at	ID4	3.053	1.53	Tumour
222246_at		2.333	1.53	Tumour
210233_at	IL1RAP	3.293	1.53	Tumour
1561806_at	FLJ46010	3.696	1.53	Tumour
227789_at	MRS2L	2.876	1.53	Tumour
229782_at	RMST	7.338	1.53	Tumour
213279_at	DHRS1	2.45	1.53	Tumour
215512_at	6-Mar	2.553	1.53	Tumour
243918_at	LOC647263	2.31	1.53	Tumour
220251_at	C1orf107	2.94	1.53	Tumour
48106_at	FLJ20489	2.269	1.53	Tumour
227431_at		3.003	1.53	Tumour
204432_at	SOX12	3.014	1.53	Tumour
239022_at	SDHAL1	2.531	1.53	Tumour
205895_s_at	NOLC1	2.517	1.53	Tumour
223849_s_at	MOV10	2.086	1.53	Tumour
213653_at	METTL3	2.269	1.53	Tumour
35148_at	TJP3	2.593	1.53	Tumour
230380_at	THAP2	2.525	1.53	Tumour
210457_x_at	HMGA1	2.465	1.53	Tumour
213140_s_at	SS18L1	2.739	1.53	Tumour
212533_at	WEE1	2.119	1.53	Tumour
219440_at	RAI2	2.295	1.53	Tumour
1564381_s_at	CEBPZ	2.397	1.53	Tumour
201691_s_at	TPD52	3.668	1.53	Tumour
202509_s_at	TNFAIP2	2.302	1.53	Tumour
217935_s_at	C20orf44	2.127	1.53	Tumour
1569283_at		2.364	1.53	Tumour
1557128_at	FAM111B	2.818	1.53	Tumour
220642_x_at	GPR89A /// LOC653	3.126	1.53	Tumour
214687_x_at	ALDOA	2.202	1.53	Tumour
238276_at		2.438	1.53	Tumour
218538_s_at	MRS2L	2.202	1.53	Tumour
204733_at	KLK6	4.47	1.53	Tumour
219866_at	CLIC5	4.661	1.53	Tumour
205089_at	ZNF7	2.927	1.53	Tumour
229328_at	ZNF540	2.247	1.53	Tumour
228923_at	S100A6	2.509	1.53	Tumour
211728_s_at	HYAL3	2.544	1.53	Tumour
237334_at		2.266	1.53	Tumour
201274_at	PSMA5	2.04	1.53	Tumour
1554057_at	LOC645676	4.349	1.53	Tumour
224839_s_at	GPT2	3.668	1.53	Tumour
236061_at	PRDM15	3.113	1.53	Tumour
202984_s_at	BAG5	2.27	1.53	Tumour
1552682_a_at	CASC5	6.558	1.53	Tumour
210652_s_at	C1orf34	3.356	1.53	Tumour
207153_s_at	GLMN	2.119	1.53	Tumour
236193_at	HIST1H2BC	3.273	1.53	Tumour
203407_at	PPL	2.701	1.53	Tumour
202788_at	MAPKAPK3	2.124	1.53	Tumour
238689_at	GPR110	16.397	1.53	Tumour
218960_at	TMPRSS4	3.091	1.53	Tumour
243839_s_at		2.879	1.53	Tumour
237323_at	HKDC1	2.242	1.53	Tumour
213172_at	TTC9	2.886	1.53	Tumour
204608_at	ASL	2.452	1.53	Tumour
206002_at	GPR64	4.854	1.53	Tumour
214786_at	MAP3K1	2.495	1.53	Tumour
201890_at	RRM2	2.193	1.53	Tumour
211233_x_at	ESR1	3.392	1.53	Tumour
235549_at	IBRDC2	2.955	1.53	Tumour
1562387_at	FLJ13231	2.016	1.53	Tumour
1556385_at	CLCF1	3.386	1.53	Tumour
219037_at	CGI-115	2.91	1.53	Tumour
57540_at	RBKS	2.69	1.53	Tumour
219752_at	RASAL1	3.714	1.53	Tumour
204233_s_at	CHKA	2.092	1.53	Tumour
219531_at	CEP72	2.658	1.53	Tumour
226322_at	TMTC1 /// LOC	3.906	1.53	Tumour
201322_at	ATP5B	2.316	1.53	Tumour
219821_s_at	GFOD1	3.084	1.53	Tumour
230641_at		3.927	1.53	Tumour
220372_at	C21orf55	2.076	1.53	Tumour
1555173_at	STX19	6.159	1.53	Tumour
204407_at	TTF2	2.487	1.53	Tumour
237291_at	LOC344405	2.622	1.53	Tumour
229004_at		2.399	1.53	Tumour
219619_at	DIRAS2	4.653	1.53	Tumour
203560_at	GGH	2.627	1.53	Tumour
238871_at	MLLT4	2.797	1.53	Tumour
244822_at	GART	2.34	1.53	Tumour
243888_at	CD47	8.32	1.53	Tumour
1552389_at	C8orf47	6.315	1.53	Tumour
225699_at	SNORA9	2.372	1.53	Tumour
200052_s_at	ILF2	2.653	1.53	Tumour
227556_at	NME7	2.124	1.53	Tumour
1569616_at	LOC647309	20.634	1.53	Tumour
58916_at	KCTD14	4.085	1.53	Tumour
208699_x_at	TKT	2.123	1.53	Tumour
220486_x_at	RP13-360B22.2	2.175	1.53	Tumour
213779_at	EMID1	2.321	1.53	Tumour
221434_s_at	C14orf156	2.022	1.53	Tumour
227118_s_at	MRPS26	4.813	1.53	Tumour
1557165_s_at	KLHL18	2.577	1.53	Tumour
243372_at	HSPD1 /// LOC	2.702	1.53	Tumour
1558052_at	TMED4	3.738	1.53	Tumour
223169_s_at	RHOU	2.237	1.53	Tumour
218556_at	ORMDL2	2.053	1.53	Tumour
209714_s_at	CDKN3	2.611	1.53	Tumour
242286_at		5.111	1.53	Tumour
226780_s_at	HSPC268	2.048	1.53	Tumour
217499_x_at	OR7E37P	2.427	1.53	Tumour
209624_s_at	MCCC2	3.142	1.53	Tumour
222029_x_at	PFDN6	2.407	1.53	Tumour
225467_s_at	RDH13	2.627	1.53	Tumour
36830_at	MIPEP	3.245	1.53	Tumour
227139_s_at	HPS3	2.878	1.53	Tumour
1557867_s_at	C9orf117	6.459	1.53	Tumour
231382_at	FGF18	3.536	1.53	Tumour
210720_s_at	APBA2BP	2.239	1.53	Tumour
211623_s_at	FBL	2.165	2.29	Tumour
205490_x_at	GJB3	2.026	2.29	Tumour
206188_at	ZNF623	2.79	2.29	Tumour
230885_at		2.841	2.29	Tumour
220942_x_at	C3orf28	2.277	2.29	Tumour
237113_at		3.269	2.29	Tumour
224818_at	SORT1	2.191	2.29	Tumour
229551_x_at	ZNF367	3.296	2.29	Tumour
218159_at	C20orf116	2.203	2.29	Tumour
203209_at	RFC5	2.271	2.29	Tumour
221530_s_at	BHLHB3	2.003	2.29	Tumour
218558_s_at	MRPL39	2.145	2.29	Tumour
202854_at	HPRT1	2.055	2.29	Tumour
210061_at	ZNF589	2.845	2.29	Tumour
232158_x_at		3.373	2.29	Tumour
227782_at	ZBTB7C	4.459	2.29	Tumour
208025_s_at	HMGA2	3.052	2.29	Tumour
218911_at	YEATS4	2.259	2.29	Tumour
221042_s_at	CLMN	4.578	2.29	Tumour
228124_at	ABHD12	2.007	2.29	Tumour
1554026_a_at	MYO10	2.263	2.29	Tumour
235948_at	FAM80A	5.247	2.29	Tumour
242052_at	BICD1	3.133	2.29	Tumour
213307_at	SHANK2	3.033	2.29	Tumour
219024_at	PLEKHA1	2.237	2.29	Tumour
223292_s_at	MRPS15	2.433	2.29	Tumour
210397_at	DEFB1	3.719	2.29	Tumour
218787_x_at	CWF19L1	2.114	2.29	Tumour
203100_s_at	CDYL	2.015	2.29	Tumour
223307_at	CDCA3	4.727	2.29	Tumour
206109_at	FUT1	3.017	2.29	Tumour
218037_at	C2orf17	2.118	2.29	Tumour
224587_at	SUB1	2.118	2.29	Tumour
1553219_a_at	AMMECR1	2.83	2.29	Tumour
206058_at	SLC6A12	4.272	2.29	Tumour
219420_s_at	C1orf163	2.639	2.29	Tumour
208691_at	TFRC	4.761	2.29	Tumour
208955_at	DUT	2.384	2.29	Tumour
213459_at	RPL37A	2.184	2.29	Tumour
201688_s_at	TPD52	8.957	2.29	Tumour
222077_s_at	RACGAP1	2.635	2.29	Tumour
230020_at		2.696	2.29	Tumour
229796_at	SIX4	2.672	2.29	Tumour
225597_at	SLC45A4	2.729	2.29	Tumour
243229_at	RNASET2	3.123	2.29	Tumour
1554768_a_at	MAD2L1	4.246	1.53	Tumour
223531_x_at	GPR89A /// LOC653	2.156	1.53	Tumour
224240_s_at	CCL28	5.406	1.53	Tumour
201189_s_at	ITPR3	2.179	1.53	Tumour
235363_at		3.258	1.53	Tumour
214231_s_at	RP11-125A7.3	2.113	1.53	Tumour
203272_s_at	TUSC2	2.44	1.53	Tumour
1562254_at		2.576	1.53	Tumour
213852_at	RBM8A	2.407	1.53	Tumour
222819_at	CTPS2	2.815	1.53	Tumour
201577_at	NME1	2.099	1.53	Tumour
239128_at		2.237	1.53	Tumour
1554739_at	IPP	2.408	1.53	Tumour
232951_at	CMTM7	2.506	1.53	Tumour
208813_at	GOT1	2.142	1.53	Tumour
214005_at	GGCX	2.28	1.53	Tumour
203022_at	RNASEH2A	3.75	1.53	Tumour
219376_at	ZNF322B	2.603	1.53	Tumour
230143_at	RNF165	4.739	1.53	Tumour
200790_at	ODC1	2.526	1.53	Tumour
1562921_at	LOC646927	4.454	1.53	Tumour
1554588_a_at	FLJ30990	3.943	1.53	Tumour
228543_at	CSRP2BP	2.008	1.53	Tumour
208547_at	HIST1H2BB	3.146	1.53	Tumour
216568_x_at		2.278	1.53	Tumour
227372_s_at	BAIAP2L1	2.84	1.53	Tumour
226781_at	HSPC268	2.187	1.53	Tumour
225864_at	FAM84B	4.046	1.53	Tumour
235263_at	DKFZP434A0131	2.196	1.53	Tumour
202580_x_at	FOXM1	2.166	1.53	Tumour
204817_at	ESPL1	2.07	1.53	Tumour
1570336_at	BDH1	4.345	1.53	Tumour
217208_s_at	DLG1	2.105	1.53	Tumour
203046_s_at	TIMELESS	2.845	1.53	Tumour
220459_at	MCM3APAS	5.442	1.53	Tumour
215425_at	BTG3	3.999	1.53	Tumour
238727_at	LOC440934	2.415	1.53	Tumour
218283_at	SS18L2	2.225	1.53	Tumour
1554140_at	WDR78	3.644	1.53	Tumour
204989_s_at	ITGB4	2.874	1.53	Tumour
204130_at	HSD11B2	2.86	1.53	Tumour
1554251_at	HP1BP3	2.792	1.53	Tumour
207950_s_at	ANK3	4.569	1.53	Tumour
244726_at	PLCB1	2.536	1.53	Tumour
235937_at	DKFZP686P18101	2.963	1.53	Tumour
236555_at	LOC643749	2.273	1.53	Tumour
1558154_at	LLGL2	2.793	1.53	Tumour
208273_at	ZNF695	2.347	1.53	Tumour
209442_x_at	ANK3	3.265	1.53	Tumour
221896_s_at	HIGD1A	2.018	1.53	Tumour
209753_s_at	TMPO	2.686	1.53	Tumour
220864_s_at	NDUFA13	2.148	1.53	Tumour
239859_x_at	ATP5S	2.319	1.53	Tumour
227383_at		2.185	1.53	Tumour
223321_s_at	FGFRL1	2.46	2.29	Tumour
1559501_at	CBR3	2.242	2.29	Tumour
227538_at	CRSP7	2.343	2.29	Tumour
243294_at	LOC163131	2.068	2.29	Tumour
214949_at		2.225	2.29	Tumour
238695_s_at	RAB39B	2.147	2.29	Tumour
228977_at	IL17D	3.098	2.29	Tumour
232109_at	UBXD3	2.096	2.29	Tumour
218982_s_at	MRPS17	2.597	2.29	Tumour
210039_s_at	PRKCQ	2.103	2.29	Tumour
202903_at	LSM5	2.108	2.29	Tumour
229444_at		2.078	2.29	Tumour
244641_at	C7orf30	2.13	2.29	Tumour
237327_at	APH1A	2.68	2.29	Tumour
228400_at		3.116	2.29	Tumour
204782_at		3.915	2.29	Tumour
219217_at	NARS2	2.323	2.29	Tumour
200873_s_at	CCT8	2.041	2.29	Tumour
238962_at		2.552	2.29	Tumour
223193_x_at	C3orf28	2.501	2.29	Tumour
231584_s_at		2.344	2.29	Tumour
203230_at	DVL1	2.086	2.29	Tumour
227437_at	DYNLL1	2.454	2.29	Tumour
212378_at	GART	3.14	2.29	Tumour
210341_at	MYT1	3.242	2.29	Tumour
219127_at	ATAD4	9.909	2.29	Tumour
225991_at	TMEM41A	3.423	2.29	Tumour
238887_at		2.038	2.29	Tumour
224015_s_at	MRPS25	2.11	2.29	Tumour
226489_at	TMCC3	2.48	2.29	Tumour
215942_s_at	GTSE1	2.048	2.29	Tumour
221620_s_at	MGC4825	2.791	2.29	Tumour
208745_at	ATP5L	2.449	2.29	Tumour
235470_at		3.856	2.29	Tumour
1554154_at	GDAP2	2.088	2.29	Tumour
202890_at	MAP7	4.808	2.29	Tumour
242846_at	KIAA1217	2.243	2.29	Tumour
238821_at	CSTF2	2.04	2.29	Tumour
239266_at	C6orf160	2.398	2.29	Tumour
208621_s_at	VIL2	2.156	2.29	Tumour
241614_at		2.174	2.29	Tumour
224443_at	C1orf97	2.847	2.29	Tumour
210334_x_at	BIRC5	2.35	2.29	Tumour
232052_at	LOC440944	2.089	2.29	Tumour
242172_at	MEIS1	3.245	2.29	Tumour
228262_at	RP11-393H10.2	3.429	1.53	Tumour
1558412_at	LOC113230	3.792	1.53	Tumour
1560224_at	AHCTF1	2.961	1.53	Tumour
242417_at	LOC283278	2.675	1.53	Tumour
1559459_at	LOC613266	7.056	1.53	Tumour
1569638_at	SOX5	2.667	1.53	Tumour
